RequestID,DateSubmitted,Category,CustomerID,Status
1734,07/16/2020,Sales,446-84-0402,New
1735,04/29/2020,Technical Issue,691-01-0368,New
1736,05/08/2020,Technical Issue,728-88-0553,In Progress
1737,08/07/2020,Sales,669-42-0690,In Progress
1738,11/28/2020,Order Management,476-10-0936,In Progress
1739,08/07/2020,Sales,302-91-0705,New
1740,11/07/2020,Order Management,874-34-0188,In Progress
1741,07/28/2020,Technical Issue,805-56-0604,New
1742,03/18/2020,Sales,268-45-0125,Resolved
1743,05/04/2020,Technical Issue,456-92-0031,Resolved
1744,01/20/2020,Sales,004-18-0933,In Progress
1745,08/29/2020,Order Management,735-62-0037,Resolved
1746,10/28/2020,Sales,872-70-0579,Resolved
1747,07/26/2020,Technical Issue,027-32-0289,In Progress
1748,11/04/2020,Sales,887-79-0144,In Progress
1749,06/14/2020,Sales,349-89-0617,In Progress
1750,04/09/2020,Technical Issue,879-07-0451,In Progress
1751,05/17/2020,Order Management,292-82-0439,Resolved
1752,05/22/2020,Sales,443-90-0805,Resolved
1753,10/11/2020,Technical Issue,588-66-0405,In Progress
1754,10/14/2020,Order Management,247-86-0942,New
1755,10/13/2020,Order Management,437-85-0449,In Progress
1756,02/15/2020,Order Management,633-49-0298,Resolved
1757,06/24/2020,Technical Issue,030-99-0387,New
1758,02/21/2020,Order Management,188-69-0682,Resolved
1759,08/27/2020,Technical Issue,798-12-0890,Resolved
1760,07/29/2020,Sales,697-11-0668,In Progress
1761,03/25/2020,Sales,175-92-0309,In Progress
1762,06/17/2020,Order Management,194-81-0694,Resolved
1763,05/26/2020,Order Management,678-23-0859,Resolved
1764,04/28/2020,Order Management,454-41-0200,New
1765,02/09/2020,Order Management,857-93-0892,In Progress
1766,07/27/2020,Order Management,165-22-0697,New
1767,01/17/2020,Order Management,014-71-0121,In Progress
1768,04/13/2020,Order Management,039-35-0782,Resolved
1769,05/04/2020,Sales,889-69-0357,Resolved
1770,04/19/2020,Technical Issue,593-76-0387,Resolved
1771,02/07/2020,Sales,603-49-0728,Resolved
1772,05/09/2020,Sales,498-62-0033,Resolved
1773,11/25/2020,Sales,667-95-0616,Resolved
1774,10/02/2020,Technical Issue,774-39-0380,In Progress
1775,05/08/2020,Order Management,229-92-0968,New
1776,04/17/2020,Technical Issue,311-28-0345,New
1777,02/13/2020,Sales,286-36-0308,In Progress
1778,02/19/2020,Technical Issue,801-31-0359,In Progress
1779,06/19/2020,Technical Issue,374-95-0610,New
1780,02/11/2020,Order Management,535-61-0829,Resolved
1781,02/28/2020,Order Management,509-27-0421,New
1782,09/16/2020,Sales,552-35-0812,Resolved
1783,02/09/2020,Technical Issue,746-27-0807,New
1784,11/03/2020,Sales,542-19-0504,New
1785,07/07/2020,Order Management,128-12-0176,Resolved
1786,08/26/2020,Order Management,190-28-0895,New
1787,06/13/2020,Order Management,342-64-0175,Resolved
1788,04/21/2020,Order Management,344-44-0809,In Progress
1789,05/10/2020,Sales,309-64-0442,New
1790,07/17/2020,Technical Issue,556-99-0884,In Progress
1791,01/26/2020,Sales,298-10-0365,New
1792,06/06/2020,Sales,708-09-0773,In Progress
1793,01/02/2020,Technical Issue,549-55-0279,Resolved
1794,02/10/2020,Technical Issue,447-80-0187,Resolved
1795,08/21/2020,Sales,706-22-0420,New
1796,02/02/2020,Order Management,479-41-0961,In Progress
1797,04/05/2020,Order Management,711-72-0064,Resolved
1798,01/10/2020,Order Management,627-78-0053,In Progress
1799,04/21/2020,Technical Issue,271-02-0888,Resolved
1800,01/30/2020,Technical Issue,383-43-0448,New
1801,01/31/2020,Technical Issue,051-61-0843,Resolved
1802,10/29/2020,Order Management,405-43-0790,New
1803,09/08/2020,Sales,378-40-0730,New
1804,08/08/2020,Technical Issue,178-64-0056,Resolved
1805,07/05/2020,Technical Issue,419-31-0226,Resolved
1806,01/11/2020,Sales,474-33-0701,Resolved
1807,06/03/2020,Sales,614-67-0143,New
1808,11/12/2020,Sales,022-96-0128,In Progress
1809,11/08/2020,Order Management,484-60-0928,New
1810,10/30/2020,Order Management,157-03-0004,Resolved
1811,09/21/2020,Order Management,134-42-0494,Resolved
1812,08/20/2020,Sales,131-14-0603,In Progress
1813,03/16/2020,Sales,521-74-0338,Resolved
1814,08/16/2020,Technical Issue,258-99-0684,Resolved
1815,06/25/2020,Sales,508-57-0553,In Progress
1816,09/06/2020,Sales,814-56-0844,In Progress
1817,04/17/2020,Sales,317-88-0862,In Progress
1818,04/20/2020,Sales,793-24-0812,In Progress
1819,05/13/2020,Technical Issue,542-74-0318,In Progress
1820,11/28/2020,Order Management,017-29-0561,New
1821,07/11/2020,Order Management,540-25-0541,New
1822,03/09/2020,Order Management,626-26-0215,Resolved
1823,06/13/2020,Technical Issue,600-45-0791,New
1824,04/16/2020,Sales,007-61-0825,In Progress
1825,11/05/2020,Sales,863-44-0378,Resolved
1826,05/07/2020,Technical Issue,360-74-0392,In Progress
1827,01/24/2020,Technical Issue,845-72-0366,Resolved
1828,10/19/2020,Order Management,459-41-0650,Resolved
1829,07/05/2020,Order Management,592-10-0485,New
1830,02/06/2020,Sales,702-48-0892,New
1831,03/27/2020,Technical Issue,068-77-0495,Resolved
1832,08/31/2020,Sales,757-56-0858,Resolved
1833,11/23/2020,Technical Issue,502-43-0829,In Progress
1834,11/28/2020,Sales,833-88-0701,Resolved
1835,09/27/2020,Technical Issue,486-95-0944,New
1836,10/11/2020,Sales,808-14-0747,New
1837,09/09/2020,Order Management,843-78-0371,New
1838,02/21/2020,Sales,771-15-0317,In Progress
1839,08/21/2020,Order Management,748-55-0832,In Progress
1840,02/20/2020,Sales,673-82-0210,Resolved
1841,08/07/2020,Sales,809-20-0098,In Progress
1842,11/13/2020,Technical Issue,368-91-0369,New
1843,11/23/2020,Sales,665-67-0205,Resolved
1844,05/30/2020,Sales,695-24-0127,Resolved
1845,11/17/2020,Sales,324-63-0485,New
1846,11/25/2020,Technical Issue,898-64-0502,Resolved
1847,07/21/2020,Sales,384-81-0608,In Progress
1848,05/14/2020,Sales,712-86-0183,In Progress
1849,06/16/2020,Sales,884-91-0874,Resolved
1850,04/25/2020,Technical Issue,021-46-0635,New
1851,08/30/2020,Technical Issue,463-39-0840,Resolved
1852,11/13/2020,Technical Issue,196-39-0948,In Progress
1853,09/17/2020,Order Management,706-36-0752,Resolved
1854,06/21/2020,Order Management,572-06-0272,New
1855,01/08/2020,Order Management,303-62-0228,New
1856,09/11/2020,Order Management,233-80-0217,Resolved
1857,08/14/2020,Order Management,323-04-0333,In Progress
1858,07/31/2020,Technical Issue,724-13-0791,Resolved
1859,06/06/2020,Order Management,550-13-0459,Resolved
1860,03/01/2020,Technical Issue,248-73-0111,New
1861,02/18/2020,Order Management,186-29-0466,In Progress
1862,07/09/2020,Technical Issue,533-73-0651,In Progress
1863,02/05/2020,Sales,285-09-0711,In Progress
1864,09/09/2020,Order Management,084-95-0961,Resolved
1865,10/29/2020,Sales,616-62-0222,Resolved
1866,07/23/2020,Technical Issue,395-70-0748,In Progress
1867,05/01/2020,Technical Issue,745-41-0771,Resolved
1868,09/09/2020,Order Management,344-54-0483,New
1869,07/18/2020,Technical Issue,541-45-0840,New
1870,03/03/2020,Order Management,665-70-0023,In Progress
1871,07/24/2020,Order Management,413-64-0819,Resolved
1872,07/08/2020,Sales,270-18-0721,New
1873,09/14/2020,Technical Issue,535-43-0972,New
1874,10/01/2020,Technical Issue,069-06-0104,In Progress
1875,06/19/2020,Sales,124-90-0717,New
1876,01/26/2020,Sales,191-11-0054,New
1877,02/01/2020,Sales,695-73-0370,New
1878,04/09/2020,Technical Issue,080-11-0982,Resolved
1879,04/29/2020,Sales,285-99-0613,New
1880,04/17/2020,Sales,849-59-0275,In Progress
1881,10/15/2020,Technical Issue,709-96-0321,Resolved
1882,09/13/2020,Sales,634-56-0448,New
1883,02/26/2020,Technical Issue,798-73-0391,In Progress
1884,10/29/2020,Sales,349-42-0296,New
1885,04/22/2020,Sales,126-74-0137,Resolved
1886,11/18/2020,Sales,234-84-0316,Resolved
1887,11/09/2020,Sales,120-62-0951,In Progress
1888,03/04/2020,Order Management,780-86-0336,Resolved
1889,01/20/2020,Order Management,874-77-0737,New
1890,11/23/2020,Sales,092-98-0179,Resolved
1891,01/04/2020,Technical Issue,530-32-0779,Resolved
1892,10/17/2020,Sales,628-06-0447,In Progress
1893,10/29/2020,Sales,464-92-0504,In Progress
1894,07/11/2020,Order Management,325-29-0848,Resolved
1895,01/24/2020,Technical Issue,538-47-0192,New
1896,12/01/2020,Order Management,211-15-0131,In Progress
1897,05/27/2020,Technical Issue,585-61-0220,Resolved
1898,11/10/2020,Technical Issue,854-12-0749,In Progress
1899,06/30/2020,Sales,369-79-0276,New
1900,09/11/2020,Order Management,874-86-0756,Resolved
1901,03/26/2020,Technical Issue,864-98-0729,Resolved
1902,03/18/2020,Order Management,163-25-0684,New
1903,01/10/2020,Order Management,146-02-0484,In Progress
1904,08/24/2020,Technical Issue,132-14-0548,Resolved
1905,03/28/2020,Sales,786-56-0102,In Progress
1906,06/24/2020,Sales,352-30-0267,New
1907,06/03/2020,Order Management,011-81-0646,In Progress
1908,04/15/2020,Sales,237-75-0469,In Progress
1909,08/19/2020,Sales,190-10-0507,New
1910,02/07/2020,Order Management,039-86-0655,Resolved
1911,11/27/2020,Technical Issue,844-12-0909,Resolved
1912,03/27/2020,Order Management,485-79-0215,New
1913,10/22/2020,Technical Issue,809-18-0544,In Progress
1914,04/04/2020,Order Management,123-68-0727,In Progress
1915,06/01/2020,Order Management,762-21-0928,Resolved
1916,02/07/2020,Sales,113-14-0404,Resolved
1917,06/02/2020,Order Management,417-44-0766,New
1918,11/16/2020,Sales,633-33-0188,New
1919,01/05/2020,Sales,333-33-0478,Resolved
1920,09/24/2020,Order Management,411-50-0774,New
1921,02/06/2020,Sales,065-04-0017,New
1922,06/29/2020,Sales,214-98-0486,New
1923,05/16/2020,Technical Issue,871-78-0199,New
1924,04/11/2020,Sales,089-54-0741,Resolved
1925,10/27/2020,Technical Issue,269-68-0598,Resolved
1926,07/28/2020,Order Management,383-62-0993,In Progress
1927,05/07/2020,Order Management,580-21-0847,In Progress
1928,08/22/2020,Sales,121-16-0794,In Progress
1929,01/27/2020,Sales,294-38-0565,Resolved
1930,03/05/2020,Sales,498-57-0048,In Progress
1931,02/04/2020,Sales,883-85-0853,In Progress
1932,11/29/2020,Technical Issue,836-20-0067,Resolved
1933,06/22/2020,Sales,627-54-0264,New
1934,07/06/2020,Order Management,646-70-0290,In Progress
1935,03/12/2020,Sales,770-84-0770,Resolved
1936,01/17/2020,Order Management,827-31-0458,In Progress
1937,03/20/2020,Technical Issue,772-02-0029,In Progress
1938,11/18/2020,Technical Issue,611-45-0709,Resolved
1939,01/21/2020,Order Management,585-95-0573,In Progress
1940,04/29/2020,Technical Issue,648-98-0499,Resolved
1941,11/29/2020,Technical Issue,459-43-0433,Resolved
1942,09/02/2020,Technical Issue,672-42-0637,In Progress
1943,06/05/2020,Sales,057-49-0593,New
1944,02/14/2020,Order Management,002-59-0603,New
1945,09/18/2020,Technical Issue,167-34-0080,Resolved
1946,11/29/2020,Sales,776-31-0666,Resolved
1947,09/25/2020,Order Management,520-07-0085,In Progress
1948,01/12/2020,Technical Issue,794-86-0968,In Progress
1949,08/26/2020,Sales,301-83-0603,New
1950,04/27/2020,Technical Issue,503-03-0949,New
1951,11/26/2020,Technical Issue,052-84-0922,Resolved
1952,10/06/2020,Order Management,207-25-0330,In Progress
1953,03/09/2020,Order Management,847-71-0215,In Progress
1954,04/09/2020,Sales,003-55-0227,Resolved
1955,11/29/2020,Order Management,047-62-0181,New
1956,08/22/2020,Order Management,757-81-0927,In Progress
1957,08/25/2020,Sales,568-61-0019,Resolved
1958,07/30/2020,Sales,189-23-0160,New
1959,09/13/2020,Sales,516-03-0294,New
1960,08/11/2020,Sales,423-35-0576,In Progress
1961,10/17/2020,Technical Issue,122-05-0829,New
1962,03/04/2020,Order Management,821-97-0712,New
1963,10/03/2020,Sales,882-80-0081,New
1964,04/07/2020,Technical Issue,768-86-0569,New
1965,11/16/2020,Sales,415-78-0561,In Progress
1966,02/19/2020,Order Management,051-79-0508,In Progress
1967,05/10/2020,Order Management,867-82-0795,Resolved
1968,09/04/2020,Order Management,431-49-0744,New
1969,10/09/2020,Order Management,144-75-0415,In Progress
1970,03/01/2020,Technical Issue,892-42-0060,New
1971,04/23/2020,Order Management,474-59-0155,New
1972,05/04/2020,Sales,462-60-0845,In Progress
1973,06/25/2020,Technical Issue,679-64-0671,In Progress
1974,07/11/2020,Order Management,698-29-0332,Resolved
1975,05/07/2020,Technical Issue,688-25-0156,New
1976,03/05/2020,Sales,112-66-0536,New
1977,10/01/2020,Sales,751-09-0379,Resolved
1978,01/01/2020,Technical Issue,469-43-0780,In Progress
1979,11/14/2020,Sales,499-27-0966,New
1980,02/21/2020,Order Management,038-41-0382,In Progress
1981,09/20/2020,Technical Issue,671-54-0740,In Progress
1982,10/01/2020,Sales,161-42-0701,Resolved
1983,05/03/2020,Order Management,235-20-0527,In Progress
1984,08/13/2020,Sales,398-94-0703,Resolved
1985,01/04/2020,Technical Issue,503-81-0701,New
1986,01/26/2020,Order Management,742-56-0901,Resolved
1987,05/23/2020,Sales,342-20-0126,New
1988,07/31/2020,Technical Issue,753-37-0911,New
1989,05/12/2020,Technical Issue,093-90-0337,New
1990,11/13/2020,Technical Issue,729-42-0185,Resolved
1991,06/30/2020,Order Management,186-47-0320,Resolved
1992,07/22/2020,Order Management,465-12-0855,New
1993,11/15/2020,Technical Issue,283-25-0682,Resolved
1994,04/17/2020,Sales,717-06-0395,In Progress
1995,03/20/2020,Sales,512-43-0222,Resolved
1996,05/10/2020,Technical Issue,700-43-0416,In Progress
1997,07/27/2020,Technical Issue,798-68-0273,In Progress
1998,02/19/2020,Sales,379-14-0843,New
1999,03/11/2020,Order Management,645-35-0823,Resolved
2000,09/12/2020,Order Management,566-10-0253,Resolved
2001,07/21/2020,Technical Issue,523-81-0270,In Progress
2002,08/10/2020,Order Management,468-49-0360,Resolved
2003,05/03/2020,Technical Issue,721-23-0588,New
2004,08/21/2020,Order Management,607-48-0514,In Progress
2005,07/17/2020,Sales,771-42-0797,In Progress
2006,10/17/2020,Sales,697-22-0430,Resolved
2007,10/31/2020,Sales,674-60-0799,In Progress
2008,02/29/2020,Technical Issue,478-71-0922,In Progress
2009,01/06/2020,Technical Issue,440-24-0767,Resolved
2010,02/09/2020,Sales,377-77-0073,Resolved
2011,11/03/2020,Technical Issue,029-25-0944,In Progress
2012,09/14/2020,Order Management,065-24-0033,Resolved
2013,11/23/2020,Sales,420-91-0820,In Progress
2014,09/13/2020,Order Management,753-86-0323,Resolved
2015,09/22/2020,Sales,021-76-0028,In Progress
2016,07/27/2020,Order Management,450-31-0658,New
2017,08/11/2020,Sales,070-59-0912,In Progress
2018,10/24/2020,Sales,128-12-0622,In Progress
2019,07/17/2020,Sales,639-41-0672,In Progress
2020,06/14/2020,Technical Issue,276-85-0089,New
2021,04/19/2020,Sales,160-35-0149,In Progress
2022,03/14/2020,Order Management,143-71-0747,In Progress
2023,11/14/2020,Sales,823-82-0683,Resolved
2024,05/10/2020,Technical Issue,280-83-0391,Resolved
2025,01/26/2020,Technical Issue,365-07-0517,In Progress
2026,07/27/2020,Order Management,780-87-0927,Resolved
2027,03/10/2020,Sales,832-22-0336,Resolved
2028,10/06/2020,Technical Issue,313-29-0399,Resolved
2029,09/20/2020,Order Management,155-05-0496,Resolved
2030,06/10/2020,Sales,110-96-0172,Resolved
2031,06/08/2020,Sales,554-51-0837,New
2032,06/04/2020,Sales,374-80-0136,Resolved
2033,08/31/2020,Order Management,685-37-0961,In Progress
2034,04/19/2020,Order Management,887-23-0118,In Progress
2035,05/29/2020,Technical Issue,545-70-0853,Resolved
2036,06/16/2020,Technical Issue,080-36-0644,Resolved
2037,07/05/2020,Order Management,489-82-0837,New
2038,05/13/2020,Order Management,876-69-0108,Resolved
2039,11/18/2020,Order Management,383-88-0722,In Progress
2040,05/20/2020,Technical Issue,825-65-0624,In Progress
2041,07/11/2020,Technical Issue,693-28-0330,In Progress
2042,02/06/2020,Order Management,410-35-0598,In Progress
2043,12/01/2020,Sales,848-97-0895,Resolved
2044,06/21/2020,Order Management,280-67-0279,Resolved
2045,06/20/2020,Technical Issue,849-62-0149,In Progress
2046,07/31/2020,Sales,044-16-0718,New
2047,08/06/2020,Technical Issue,848-29-0242,In Progress
2048,04/10/2020,Technical Issue,762-92-0357,Resolved
2049,05/09/2020,Sales,793-04-0817,Resolved
2050,04/29/2020,Order Management,328-79-0898,Resolved
2051,01/19/2020,Technical Issue,407-87-0559,New
2052,07/07/2020,Order Management,416-43-0349,Resolved
2053,09/17/2020,Technical Issue,619-75-0509,Resolved
2054,04/13/2020,Sales,440-35-0710,Resolved
2055,03/28/2020,Technical Issue,752-06-0243,In Progress
2056,11/10/2020,Sales,007-84-0900,Resolved
2057,06/16/2020,Technical Issue,050-40-0743,In Progress
2058,05/04/2020,Technical Issue,052-28-0079,New
2059,10/20/2020,Order Management,462-19-0718,New
2060,04/25/2020,Sales,433-38-0796,In Progress
2061,08/30/2020,Technical Issue,405-34-0872,In Progress
2062,06/09/2020,Sales,111-23-0408,In Progress
2063,07/17/2020,Sales,794-17-0825,In Progress
2064,07/04/2020,Order Management,600-03-0976,Resolved
2065,04/24/2020,Sales,297-90-0444,In Progress
2066,02/05/2020,Order Management,279-27-0232,Resolved
2067,04/16/2020,Technical Issue,891-72-0005,Resolved
2068,01/31/2020,Sales,848-62-0521,New
2069,06/15/2020,Technical Issue,654-98-0480,In Progress
2070,07/20/2020,Order Management,321-40-0131,In Progress
2071,02/28/2020,Technical Issue,777-19-0533,In Progress
2072,05/08/2020,Sales,712-93-0589,New
2073,07/31/2020,Order Management,602-24-0418,Resolved
2074,05/25/2020,Order Management,700-54-0349,Resolved
2075,07/12/2020,Sales,442-44-0706,New
2076,02/20/2020,Technical Issue,290-58-0469,In Progress
2077,05/04/2020,Sales,217-73-0511,Resolved
2078,08/11/2020,Order Management,009-42-0327,In Progress
2079,08/08/2020,Sales,333-95-0323,In Progress
2080,02/23/2020,Sales,424-23-0651,New
2081,06/21/2020,Order Management,648-56-0214,Resolved
2082,05/18/2020,Order Management,266-18-0538,Resolved
2083,07/22/2020,Sales,713-30-0844,In Progress
2084,07/21/2020,Technical Issue,483-29-0323,Resolved
2085,02/20/2020,Technical Issue,733-10-0850,Resolved
2086,02/15/2020,Technical Issue,840-26-0106,In Progress
2087,05/24/2020,Sales,475-31-0088,In Progress
2088,04/08/2020,Sales,421-21-0366,In Progress
2089,02/25/2020,Sales,443-60-0859,New
2090,10/20/2020,Sales,085-83-0691,Resolved
2091,09/01/2020,Sales,349-31-0036,Resolved
2092,02/28/2020,Technical Issue,857-17-0004,Resolved
2093,04/27/2020,Sales,627-13-0199,In Progress
2094,01/12/2020,Sales,414-88-0369,New
2095,01/06/2020,Order Management,149-18-0929,New
2096,02/18/2020,Order Management,530-37-0233,Resolved
2097,11/26/2020,Order Management,865-85-0830,New
2098,09/09/2020,Technical Issue,275-18-0579,In Progress
2099,09/28/2020,Technical Issue,133-01-0647,New
2100,10/08/2020,Technical Issue,862-85-0253,In Progress
2101,06/05/2020,Sales,784-94-0594,New
2102,09/02/2020,Sales,262-21-0915,New
2103,09/08/2020,Technical Issue,695-03-0832,Resolved
2104,01/31/2020,Technical Issue,851-42-0124,Resolved
2105,10/01/2020,Technical Issue,584-09-0680,In Progress
2106,04/19/2020,Order Management,304-39-0997,Resolved
2107,04/08/2020,Order Management,042-65-0081,In Progress
2108,05/25/2020,Sales,276-64-0602,New
2109,07/06/2020,Technical Issue,358-36-0737,Resolved
2110,11/16/2020,Technical Issue,732-20-0610,Resolved
2111,01/14/2020,Order Management,348-11-0319,Resolved
2112,02/09/2020,Technical Issue,400-16-0746,In Progress
2113,02/19/2020,Technical Issue,306-96-0494,Resolved
2114,01/21/2020,Order Management,579-79-0238,In Progress
2115,07/25/2020,Order Management,662-05-0391,In Progress
2116,01/10/2020,Sales,478-56-0827,In Progress
2117,11/21/2020,Order Management,232-80-0763,In Progress
2118,09/23/2020,Sales,096-17-0962,Resolved
2119,06/10/2020,Technical Issue,059-89-0719,Resolved
2120,10/19/2020,Technical Issue,857-87-0508,Resolved
2121,08/10/2020,Technical Issue,014-58-0197,In Progress
2122,01/08/2020,Sales,848-79-0741,Resolved
2123,10/23/2020,Sales,604-55-0285,New
2124,07/02/2020,Sales,149-72-0172,In Progress
2125,03/20/2020,Order Management,335-26-0449,In Progress
2126,09/24/2020,Order Management,778-89-0734,In Progress
2127,04/08/2020,Sales,219-02-0484,In Progress
2128,04/29/2020,Sales,272-74-0018,In Progress
2129,04/22/2020,Technical Issue,754-04-0749,Resolved
2130,03/29/2020,Sales,425-31-0029,In Progress
2131,04/09/2020,Order Management,228-97-0090,Resolved
2132,08/09/2020,Sales,714-47-0306,Resolved
2133,03/21/2020,Order Management,404-70-0904,In Progress
2134,11/18/2020,Sales,372-86-0022,Resolved
2135,08/24/2020,Technical Issue,336-97-0110,New
2136,11/03/2020,Technical Issue,786-11-0188,In Progress
2137,06/18/2020,Order Management,342-32-0518,New
2138,11/27/2020,Sales,407-02-0531,New
2139,08/04/2020,Sales,562-42-0161,In Progress
2140,05/09/2020,Sales,661-38-0023,Resolved
2141,01/18/2020,Order Management,444-98-0310,New
2142,09/17/2020,Sales,674-28-0468,In Progress
2143,04/23/2020,Order Management,888-61-0677,New
2144,04/25/2020,Technical Issue,828-80-0475,New
2145,07/03/2020,Order Management,582-95-0535,Resolved
2146,02/17/2020,Order Management,841-65-0022,Resolved
2147,08/02/2020,Technical Issue,106-34-0145,Resolved
2148,02/29/2020,Sales,613-36-0197,Resolved
2149,05/20/2020,Sales,345-14-0002,In Progress
2150,04/27/2020,Technical Issue,413-41-0937,In Progress
2151,03/01/2020,Technical Issue,594-25-0209,In Progress
2152,01/03/2020,Sales,681-34-0447,In Progress
2153,05/15/2020,Order Management,652-36-0736,New
2154,11/05/2020,Order Management,145-98-0786,Resolved
2155,09/14/2020,Technical Issue,365-93-0147,New
2156,01/30/2020,Technical Issue,037-11-0560,Resolved
2157,02/03/2020,Sales,237-55-0663,New
2158,06/25/2020,Sales,077-72-0349,Resolved
2159,02/22/2020,Order Management,735-89-0373,New
2160,02/02/2020,Sales,652-14-0280,In Progress
2161,07/11/2020,Technical Issue,622-13-0083,New
2162,01/13/2020,Sales,215-49-0048,In Progress
2163,04/03/2020,Technical Issue,121-33-0044,In Progress
2164,02/12/2020,Order Management,519-58-0078,New
2165,01/14/2020,Technical Issue,457-31-0776,New
2166,09/08/2020,Order Management,646-53-0066,Resolved
2167,01/07/2020,Sales,778-41-0116,New
2168,04/08/2020,Order Management,725-05-0558,Resolved
2169,02/02/2020,Order Management,653-42-0374,Resolved
2170,10/31/2020,Technical Issue,048-82-0230,In Progress
2171,11/15/2020,Sales,578-10-0825,New
2172,01/20/2020,Order Management,845-05-0180,In Progress
2173,05/17/2020,Sales,804-93-0667,In Progress
2174,04/13/2020,Order Management,642-82-0783,New
2175,03/18/2020,Order Management,220-82-0266,New
2176,08/16/2020,Technical Issue,776-95-0879,New
2177,02/17/2020,Order Management,870-23-0511,New
2178,08/11/2020,Technical Issue,422-23-0333,Resolved
2179,02/03/2020,Order Management,204-33-0003,New
2180,02/04/2020,Sales,662-55-0883,Resolved
2181,06/28/2020,Technical Issue,513-94-0302,New
2182,11/11/2020,Technical Issue,570-04-0249,In Progress
2183,10/24/2020,Sales,057-88-0969,In Progress
2184,03/22/2020,Order Management,293-08-0637,In Progress
2185,11/28/2020,Sales,437-55-0716,New
2186,03/23/2020,Sales,840-31-0161,Resolved
2187,01/20/2020,Technical Issue,731-40-0837,In Progress
2188,11/29/2020,Technical Issue,551-01-0864,Resolved
2189,01/21/2020,Technical Issue,368-82-0570,Resolved
2190,10/29/2020,Technical Issue,266-18-0339,In Progress
2191,09/22/2020,Order Management,664-06-0891,In Progress
2192,02/20/2020,Technical Issue,715-06-0444,Resolved
2193,09/08/2020,Order Management,143-03-0501,In Progress
2194,06/07/2020,Sales,433-69-0748,Resolved
2195,08/13/2020,Order Management,648-27-0293,Resolved
2196,08/21/2020,Technical Issue,503-91-0509,New
2197,07/01/2020,Technical Issue,376-85-0232,In Progress
2198,07/18/2020,Sales,506-75-0143,Resolved
2199,08/28/2020,Technical Issue,018-01-0615,New
2200,04/27/2020,Technical Issue,359-66-0987,Resolved
2201,04/05/2020,Order Management,278-14-0619,New
2202,03/21/2020,Sales,656-48-0176,Resolved
2203,01/25/2020,Sales,691-68-0442,New
