order_id,cust_id,transaction_amount,order_date,ship_type,sales_lead,department,cancelled
1601,CID000-655,508.86,21/04/2020,SAD,Jin Mccullough,Branding,FALSE
1602,CID000-613,9.9,25/11/2019,NED,Irma Stark,Electronics,FALSE
1603,CID000-599,17.08,30/06/2019,NED,Valentine Sears,Electronics,FALSE
1604,CID000-1591,430.87,30/04/2020,SAD,Arsenio Gonzales,Electronics,FALSE
1605,CID000-591,36.96,02/06/2019,SAD,Brooke Pierce,Office,FALSE
1606,CID000-701,193.97,13/08/2019,SAD,Lynn Santiago,Electronics,FALSE
1607,CID000-596,378.51,21/10/2019,EXP,Dai Craft,Branding,FALSE
1608,CID000-1060,417.15,27/03/2019,NED,Michael Serrano,Office,FALSE
1609,CID000-1653,71.18,14/08/2019,EXP,Demetrius Finch,Office,FALSE
1610,CID000-690,455.69,21/05/2020,SAD,Sage Hobbs,Branding,FALSE
1611,CID000-1168,418.71,12/06/2019,STD,Reese Henderson,Office,FALSE
1612,CID000-1747,408.41,02/03/2019,EXP,Orson Moss,Branding,FALSE
1613,CID000-865,32.33,21/04/2019,SAD,Louis Bauer,Electronics,FALSE
1614,CID000-782,461.72,30/12/2019,NED,Nissim Mcconnell,Electronics,FALSE
1615,CID000-592,285.32,21/01/2020,STD,Garth Phillips,Office,FALSE
1616,CID000-787,92.2,05/08/2019,SAD,Perry Poole,Office,FALSE
1617,CID000-975,23.67,15/11/2019,SAD,Brody Dickson,Electronics,FALSE
1618,CID000-1471,357.37,28/04/2020,SAD,Daria Guerrero,Branding,FALSE
1619,CID000-650,34.79,18/03/2019,STD,Chastity Shields,Electronics,FALSE
1620,CID000-1215,344.48,25/11/2019,EXP,Kyra Nelson,Branding,FALSE
1621,CID000-1472,459.82,14/05/2020,NED,Basil Mathis,Electronics,FALSE
1622,CID000-747,97.68,04/02/2019,SAD,Hedy Stokes,Electronics,1
1623,CID000-875,347.63,14/01/2019,SAD,Michelle Galloway,Office,FALSE
1624,CID000-1454,224.89,26/03/2020,EXP,Ashton Huffman,Office,FALSE
1625,CID000-1135,269.01,08/07/2020,STD,Kevyn Kim,Electronics,FALSE
1626,CID000-932,331.29,19/02/2019,NED,Hedley Montoya,Electronics,FALSE
1627,CID000-915,295.96,25/06/2020,NED,Leroy Buchanan,Office,FALSE
1628,CID000-994,162.44,15/06/2020,STD,Kellie Mccoy,Electronics,FALSE
1629,CID000-588,42.37,16/01/2020,SAD,Ramona Miranda,Electronics,FALSE
1630,CID000-1642,100.38,16/04/2019,STD,Amanda Roach,Electronics,FALSE
1631,CID000-1181,25.38,25/10/2019,NED,Kyle Whitney,Office,FALSE
1632,CID000-1765,290.64,11/04/2020,NED,Deanna Bolton,Electronics,FALSE
1633,CID000-1146,41.95,24/02/2019,STD,Sylvia Patterson,Electronics,FALSE
1634,CID000-1215,476.31,08/03/2020,EXP,Baker Levine,Electronics,1
1635,CID000-1069,506.14,21/07/2019,SAD,Odessa Fowler,Branding,FALSE
1636,CID000-759,394.13,11/05/2019,SAD,Amos Beasley,Electronics,FALSE
1637,CID000-1144,294.37,03/12/2019,EXP,Jasmine Chaney,Electronics,FALSE
1638,CID000-937,202.43,26/06/2020,NED,Shellie Mitchell,Electronics,FALSE
1639,CID000-852,237.43,01/01/2020,STD,Colorado Wiggins,Electronics,FALSE
1640,CID000-1674,41.77,12/04/2019,STD,Doris Jensen,Electronics,FALSE
1641,CID000-1237,490.86,09/03/2020,NED,Geraldine Herrera,Electronics,FALSE
1642,CID000-954,289.5,01/03/2019,SAD,Cooper Duncan,Office,FALSE
1643,CID000-1714,359.54,20/07/2019,NED,Oliver Daniels,Electronics,FALSE
1644,CID000-896,480.48,03/08/2019,NED,Summer Rojas,Electronics,FALSE
1645,CID000-413,232.9,14/10/2019,EXP,Kyla Henry,Office,1
1646,CID000-391,437.3,23/06/2019,NED,Lamar Christian,Electronics,FALSE
1647,CID000-864,88.47,11/02/2019,NED,Cherokee Chang,Electronics,FALSE
1648,CID000-646,78.91,13/08/2019,EXP,Lillian Maddox,Electronics,FALSE
1649,CID000-1363,22.07,16/03/2020,STD,Hamilton Edwards,Branding,FALSE
1650,CID000-596,147.92,19/07/2020,EXP,Leroy Pace,Office,FALSE
1651,CID000-801,367.76,31/01/2019,EXP,Eden Olsen,Electronics,FALSE
1652,CID000-849,96.34,29/08/2019,STD,Malachi Puckett,Office,FALSE
1653,CID000-1583,392.01,23/03/2020,EXP,Boris Mcclure,Branding,FALSE
1654,CID000-1131,149.3,02/06/2020,EXP,Nola Dunlap,Office,FALSE
1655,CID000-388,219.01,14/05/2019,STD,Alvin Richmond,Electronics,FALSE
1656,CID000-998,473.17,29/07/2019,SAD,Gray Welch,Electronics,FALSE
1657,CID000-685,134.48,13/06/2020,SAD,Christen Knight,Office,FALSE
1658,CID000-1298,22.07,28/05/2019,SAD,Barclay Mcclure,Electronics,FALSE
1659,CID000-1726,103.56,04/03/2019,STD,Christen Holt,Office,FALSE
1660,CID000-468,77.73,10/01/2020,STD,Byron Cruz,Electronics,FALSE
1661,CID000-840,39.44,28/03/2020,EXP,Dominique Waters,Electronics,FALSE
1662,CID000-593,129.36,25/09/2019,SAD,Ima Drake,Office,FALSE
1663,CID000-1688,84.52,01/01/2020,EXP,Buckminster Boyle,Branding,FALSE
1664,CID000-893,316.52,16/10/2019,SAD,Chantale Rocha,Electronics,1
1665,CID000-1460,292.69,27/05/2020,SAD,Hyatt Cline,Electronics,FALSE
1666,CID000-727,70.34,02/09/2019,EXP,Roanna Charles,Branding,FALSE
1667,CID000-725,73.19,13/03/2020,SAD,Ashely Heath,Electronics,FALSE
1668,CID000-1360,92.57,06/10/2019,SAD,Libby Keith,Electronics,FALSE
1669,CID000-1103,247.2,24/09/2019,EXP,Jackson Holcomb,Office,FALSE
1670,CID000-1522,268.79,17/03/2020,SAD,Leila Gray,Electronics,FALSE
1671,CID000-1240,188.75,31/12/2019,EXP,Hedda Dean,Electronics,1
1672,CID000-1576,101.49,16/07/2020,STD,Roary Charles,Office,1
1673,CID000-572,212.24,22/05/2020,SAD,Thane Russo,Branding,FALSE
1674,CID000-1291,151.15,12/08/2019,SAD,Gail Medina,Branding,FALSE
1675,CID000-1491,349.12,14/06/2020,EXP,Myles Garner,Office,FALSE
1676,CID000-494,120.6,14/03/2019,STD,Herman Nguyen,Office,FALSE
1677,CID000-600,410.43,14/10/2019,NED,Randall Fischer,Electronics,FALSE
1678,CID000-1076,18.55,29/12/2019,SAD,Amity Albert,Electronics,1
1679,CID000-1232,498.03,27/04/2020,EXP,Ronan Boyd,Office,1
1680,CID000-881,44.18,31/01/2019,EXP,Logan Trevino,Office,FALSE
1681,CID000-641,498.48,22/04/2019,STD,Chava Benjamin,Electronics,FALSE
1682,CID000-1124,505.26,16/05/2019,SAD,Slade Gibbs,Electronics,1
1683,CID000-1449,244,14/11/2019,NED,Nicholas Villarreal,Office,FALSE
1684,CID000-1465,365.66,10/11/2019,NED,Grady Hebert,Electronics,FALSE
1685,CID000-1287,416.31,22/02/2020,STD,Anika Phelps,Electronics,FALSE
1686,CID000-714,321.51,29/06/2020,EXP,Drew Frank,Branding,FALSE
1687,CID000-968,469.55,13/11/2019,STD,Bruno Jackson,Electronics,FALSE
1688,CID000-740,256.41,20/07/2020,NED,Naida Dawson,Branding,FALSE
1689,CID000-846,216.21,18/01/2020,NED,Griffith Hendrix,Electronics,FALSE
1690,CID000-1510,344.41,21/03/2020,EXP,Charles Garcia,Branding,FALSE
1691,CID000-1461,415.39,23/03/2019,NED,Merritt Jones,Electronics,FALSE
1692,CID000-1744,358.31,09/06/2019,EXP,Frances Key,Office,FALSE
1693,CID000-628,473.13,22/02/2020,EXP,Laurel Hernandez,Branding,FALSE
1694,CID000-1045,439.11,10/09/2019,SAD,Jerry Rasmussen,Branding,FALSE
1695,CID000-759,173.51,22/04/2020,STD,Hop Love,Electronics,FALSE
1696,CID000-659,486.87,04/07/2019,SAD,Dacey Jenkins,Electronics,FALSE
1697,CID000-369,128.9,01/06/2020,STD,Jack Goodman,Office,FALSE
1698,CID000-418,457.31,16/04/2019,NED,Michael Santos,Electronics,1
1699,CID000-1182,54.89,30/03/2019,EXP,Pandora Ruiz,Electronics,FALSE
1700,CID000-1281,117.44,13/06/2020,STD,Catherine Ramirez,Electronics,FALSE
1701,CID000-1433,96.02,25/09/2019,EXP,Ethan Dejesus,Branding,1
1702,CID000-695,327.17,10/07/2019,EXP,Kadeem Rich,Branding,FALSE
1703,CID000-1720,239.62,14/07/2020,SAD,Jaime English,Office,FALSE
1704,CID000-767,262.17,07/03/2019,EXP,Fatima Harris,Electronics,FALSE
1705,CID000-1476,116.11,14/02/2019,EXP,Charles Odom,Branding,FALSE
1706,CID000-698,388.87,21/04/2020,EXP,Nathan Hutchinson,Electronics,FALSE
1707,CID000-634,305.63,06/02/2020,NED,Cecilia Hull,Branding,FALSE
1708,CID000-1076,92.51,26/07/2020,EXP,Jonas Acevedo,Branding,FALSE
1709,CID000-844,300.57,22/06/2019,STD,Matthew Garrison,Branding,FALSE
1710,CID000-1627,46.16,15/09/2019,EXP,Lucy Oneil,Electronics,FALSE
1711,CID000-627,63.28,30/01/2020,SAD,Tana Haney,Office,FALSE
1712,CID000-1683,206.27,03/07/2020,EXP,Alden Gould,Electronics,FALSE
1713,CID000-1573,167.27,20/05/2020,EXP,Kelsey Frederick,Electronics,FALSE
1714,CID000-1545,430.52,22/07/2020,STD,Teagan Knapp,Electronics,1
1715,CID000-1276,315.93,18/03/2020,STD,Nathan Vance,Electronics,FALSE
1716,CID000-476,201.62,03/04/2019,SAD,Donovan Mcintyre,Branding,FALSE
1717,CID000-481,61.12,14/03/2019,STD,Hasad Luna,Office,FALSE
1718,CID000-830,364.85,16/10/2019,EXP,Stephen Hall,Office,FALSE
1719,CID000-804,442.9,24/08/2019,SAD,Luke Snider,Electronics,FALSE
1720,CID000-1732,22.8,26/03/2020,SAD,Idona Giles,Electronics,FALSE
1721,CID000-622,179.18,01/03/2020,STD,Odysseus Douglas,Branding,FALSE
1722,CID000-396,396.3,27/09/2019,STD,Kimberley Downs,Branding,FALSE
1723,CID000-1677,440.51,18/03/2020,STD,Hilel Miller,Branding,FALSE
1724,CID000-1396,85.65,12/09/2019,STD,Galvin Stevenson,Branding,FALSE
1725,CID000-673,321.21,15/07/2019,STD,Ria Floyd,Electronics,FALSE
1726,CID000-1766,381.63,12/09/2019,SAD,Ursula Slater,Electronics,FALSE
1727,CID000-706,17.01,10/06/2019,EXP,Abraham Rodriguez,Office,FALSE
1728,CID000-893,105.51,02/04/2019,EXP,Kiara Sims,Office,FALSE
1729,CID000-1525,371.19,13/01/2020,EXP,Jackson Singleton,Electronics,FALSE
1730,CID000-436,126.08,19/06/2019,STD,Bert Mcconnell,Electronics,FALSE
1731,CID000-1362,118.9,10/02/2019,SAD,Lance Gates,Electronics,FALSE
1732,CID000-649,489.4,25/07/2020,SAD,Montana Lester,Electronics,FALSE
1733,CID000-1392,131.11,09/10/2019,STD,Rhiannon Morton,Electronics,FALSE
1734,CID000-438,391.25,23/04/2019,STD,Griffith Boone,Office,FALSE
1735,CID000-1398,499.4,03/07/2019,EXP,Reese Walker,Electronics,FALSE
1736,CID000-538,94.18,26/05/2019,NED,Jason Steele,Electronics,FALSE
1737,CID000-354,448.46,17/11/2019,NED,Mannix Sloan,Electronics,FALSE
1738,CID000-1070,170.95,25/02/2019,SAD,Raymond Lott,Branding,FALSE
1739,CID000-1542,448.32,03/12/2019,STD,Amal Sloan,Electronics,FALSE
1740,CID000-405,187.98,26/04/2019,SAD,Karen Sharp,Branding,FALSE
1741,CID000-1110,243.18,22/07/2020,NED,Rose Dawson,Electronics,FALSE
1742,CID000-1765,182.23,27/07/2019,SAD,Clarke Keith,Electronics,FALSE
1743,CID000-501,442.75,02/06/2019,EXP,Hadley Saunders,Branding,FALSE
1744,CID000-683,395.76,31/03/2019,EXP,Quentin Murphy,Electronics,FALSE
1745,CID000-675,383.96,21/02/2019,STD,Kadeem Bruce,Electronics,FALSE
1746,CID000-1041,465.41,15/09/2019,SAD,Colin Medina,Branding,FALSE
1747,CID000-722,35.28,28/04/2019,SAD,Vera Blankenship,Office,FALSE
1748,CID000-1744,363.95,08/12/2019,NED,Noah Hooper,Office,FALSE
1749,CID000-1425,242.86,15/04/2020,NED,Driscoll Hammond,Electronics,FALSE
1750,CID000-1027,447.05,07/03/2019,NED,Camden Hood,Office,FALSE
1751,CID000-1184,227.52,17/02/2020,NED,Hilel Mcmahon,Electronics,FALSE
1752,CID000-784,96.41,02/03/2019,STD,Warren Nieves,Branding,FALSE
1753,CID000-1009,39.97,09/07/2019,EXP,Fiona Simpson,Electronics,FALSE
1754,CID000-417,45.87,17/05/2019,STD,Desiree Whitaker,Branding,FALSE
1755,CID000-1396,345.23,11/09/2019,EXP,Rebekah Hopkins,Electronics,FALSE
1756,CID000-1254,436.22,05/12/2019,SAD,Keith Holman,Branding,FALSE
1757,CID000-1220,436.45,29/06/2019,NED,Thor David,Branding,1
1758,CID000-884,254.96,11/03/2019,NED,Ralph Vazquez,Office,FALSE
1759,CID000-1780,502.86,12/04/2020,EXP,Callum Wynn,Electronics,FALSE
1760,CID000-1109,21.01,12/06/2020,STD,Cameran Quinn,Office,FALSE
1761,CID000-702,465.6,05/08/2019,NED,Jordan Cochran,Office,1
1762,CID000-638,36.15,16/03/2020,STD,Lacey Finch,Branding,FALSE
1763,CID000-1184,7.01,12/07/2019,NED,Erich Griffith,Office,FALSE
1764,CID000-857,460.8,05/02/2020,SAD,Oliver Avila,Office,FALSE
1765,CID000-1323,437.41,10/10/2019,EXP,Palmer Kelly,Electronics,FALSE
1766,CID000-932,492.85,13/08/2019,STD,Noelani Chase,Office,FALSE
1767,CID000-1387,62.67,09/11/2019,EXP,Aristotle Terrell,Electronics,FALSE
1768,CID000-792,377.52,14/05/2019,SAD,Haley Dorsey,Office,FALSE
1769,CID000-591,51.53,27/03/2020,STD,Lavinia Larsen,Branding,FALSE
1770,CID000-1412,241.96,17/09/2019,NED,Idola Carpenter,Office,FALSE
1771,CID000-1752,100.88,01/04/2020,NED,William Frazier,Branding,FALSE
1772,CID000-1509,448.57,14/03/2019,NED,Jerome Hardin,Office,FALSE
1773,CID000-1311,5.48,16/05/2020,NED,Evelyn Newman,Office,FALSE
1774,CID000-1387,52.01,03/06/2020,EXP,Ashton Stanley,Branding,FALSE
1775,CID000-1691,256.56,17/01/2019,EXP,Benedict Hays,Office,FALSE
1776,CID000-1235,352.14,06/06/2019,STD,Paki Zimmerman,Electronics,1
1777,CID000-554,449.9,28/09/2019,SAD,Abra Burch,Electronics,FALSE
1778,CID000-1418,301.56,12/08/2019,EXP,Jordan Gates,Electronics,FALSE
1779,CID000-1430,8.25,02/09/2019,NED,Malik Morgan,Branding,FALSE
1780,CID000-1219,37.46,24/04/2020,EXP,Brianna Chen,Electronics,FALSE
1781,CID000-626,479.49,12/06/2020,STD,Serina Burnett,Branding,FALSE
1782,CID000-888,51.37,07/04/2019,EXP,Jared Pate,Electronics,FALSE
1783,CID000-858,363.46,06/05/2019,SAD,Aimee Wilson,Electronics,FALSE
1784,CID000-1118,122.53,07/11/2019,NED,Remedios Doyle,Branding,1
1785,CID000-1410,463.21,19/01/2019,EXP,Elvis Ramos,Office,FALSE
1786,CID000-1371,435.93,07/09/2019,NED,Trevor Forbes,Electronics,FALSE
1787,CID000-1633,419.64,01/11/2019,SAD,Rhona Harrison,Electronics,FALSE
1788,CID000-1239,89.17,15/09/2019,NED,Buckminster Peters,Electronics,FALSE
1789,CID000-353,275.89,02/07/2020,STD,Marshall Walton,Electronics,FALSE
1790,CID000-1125,338.54,14/05/2019,NED,Jasmine Cain,Electronics,1
1791,CID000-798,225.27,20/06/2020,EXP,Anastasia Maynard,Electronics,FALSE
1792,CID000-1610,295.04,23/06/2019,SAD,Ina Hayes,Electronics,FALSE
1793,CID000-1778,8.59,09/04/2020,NED,Brian Stokes,Electronics,FALSE
1794,CID000-994,207.66,15/02/2020,EXP,Odysseus Richard,Branding,FALSE
1795,CID000-1424,187.15,21/03/2019,NED,George Wilder,Electronics,FALSE
1796,CID000-1808,460.72,09/02/2020,EXP,Odette Rocha,Electronics,FALSE
1797,CID000-1322,488.43,23/01/2019,NED,Neil Watkins,Branding,FALSE
1798,CID000-663,313.01,21/09/2019,EXP,Keefe Hooper,Branding,FALSE
1799,CID000-441,11.38,10/07/2020,STD,Madeline Hahn,Electronics,FALSE
1800,CID000-1332,341.76,09/05/2020,SAD,Vernon Jackson,Electronics,FALSE
1801,CID000-1280,79.33,28/03/2020,STD,Ruth Good,Electronics,FALSE
1802,CID000-1438,310.2,08/03/2019,SAD,Deirdre Freeman,Electronics,FALSE
1803,CID000-1402,384.54,20/03/2019,NED,Porter Silva,Electronics,FALSE
1804,CID000-1091,485.58,14/01/2020,EXP,Eve Puckett,Branding,FALSE
1805,CID000-909,251.24,26/08/2019,EXP,Wynne Guthrie,Electronics,FALSE
1806,CID000-382,222.04,04/03/2019,NED,Joel Gordon,Electronics,1
1807,CID000-597,25.23,16/04/2020,NED,Tanek Mcdowell,Electronics,FALSE
1808,CID000-1487,8,05/07/2019,STD,August Pruitt,Electronics,FALSE
1809,CID000-1040,196.09,18/04/2019,NED,Anne Talley,Branding,FALSE
1810,CID000-1544,419.2,10/03/2019,NED,Aileen Mclaughlin,Office,FALSE
1811,CID000-1729,304.17,02/01/2019,EXP,Shaeleigh Goodwin,Electronics,FALSE
1812,CID000-1438,291.11,26/06/2019,STD,Clare Larson,Electronics,FALSE
1813,CID000-561,6.64,17/12/2019,STD,Howard Horn,Electronics,1
1814,CID000-847,143.13,22/06/2019,EXP,Germane Baird,Electronics,FALSE
1815,CID000-1005,58.54,11/02/2019,STD,Hollee Vaughan,Electronics,FALSE
1816,CID000-909,404.26,14/01/2019,EXP,Denise Emerson,Electronics,FALSE
1817,CID000-1282,294.18,07/02/2020,EXP,Calista Colon,Office,FALSE
1818,CID000-738,342.57,22/02/2020,SAD,Jayme Gamble,Branding,FALSE
1819,CID000-1509,260.74,15/04/2019,STD,Aiko Daugherty,Branding,FALSE
1820,CID000-529,388.75,26/02/2020,STD,Nayda Warner,Office,FALSE
1821,CID000-1705,107.59,17/04/2020,SAD,Mechelle Spencer,Electronics,FALSE
1822,CID000-966,243.03,13/11/2019,SAD,Asher Kirby,Electronics,FALSE
1823,CID000-624,447.13,16/06/2020,NED,Hannah Mcclain,Electronics,FALSE
1824,CID000-459,333.41,08/05/2020,EXP,Knox Howe,Electronics,FALSE
1825,CID000-509,70.3,18/11/2019,EXP,Grace Miranda,Electronics,FALSE
1826,CID000-1217,233.26,17/06/2019,NED,Kenyon Hammond,Branding,FALSE
1827,CID000-681,160.47,26/03/2020,EXP,Germane Short,Electronics,FALSE
1828,CID000-1045,102.78,22/01/2019,NED,Megan Horn,Branding,FALSE
1829,CID000-758,383.55,27/06/2020,NED,Jermaine Haney,Branding,1
1830,CID000-499,434.07,12/02/2020,NED,Sade Hughes,Electronics,FALSE
1831,CID000-1159,29.41,23/12/2019,SAD,Edward Holcomb,Electronics,FALSE
1832,CID000-974,163.14,09/01/2020,EXP,Victor Hampton,Office,FALSE
1833,CID000-908,330.98,23/03/2019,NED,Lionel Battle,Branding,FALSE
1834,CID000-442,121.35,18/03/2020,SAD,Rashad Dalton,Electronics,FALSE
1835,CID000-1590,199.9,23/01/2020,EXP,Nolan Randolph,Branding,FALSE
1836,CID000-1160,55.07,04/07/2020,STD,Melyssa Cameron,Branding,FALSE
1837,CID000-1080,79.68,30/10/2019,STD,Phoebe Calhoun,Electronics,FALSE
1838,CID000-1612,256.4,11/06/2019,STD,Vivian Larson,Electronics,FALSE
1839,CID000-723,230.22,30/04/2020,NED,Beatrice Houston,Electronics,FALSE
1840,CID000-1475,38.97,24/02/2020,SAD,Catherine Jimenez,Electronics,FALSE
1841,CID000-1753,91.8,01/07/2020,NED,Daniel Torres,Branding,FALSE
1842,CID000-1366,42.55,09/10/2019,NED,Alice Fisher,Electronics,FALSE
1843,CID000-907,235.15,24/07/2020,NED,Patience Warner,Electronics,FALSE
1844,CID000-1552,105.51,03/12/2019,EXP,Mia Stone,Electronics,FALSE
1845,CID000-1018,460.68,16/01/2019,NED,Jayme Mcmahon,Office,FALSE
1846,CID000-757,150.74,13/11/2019,EXP,Alec Mueller,Electronics,FALSE
1847,CID000-1400,165.25,16/10/2019,NED,Eugenia Harmon,Electronics,FALSE
1848,CID000-1104,276.75,25/06/2019,NED,Howard Pittman,Electronics,FALSE
1849,CID000-810,157.82,27/06/2020,STD,Eliana Hopper,Electronics,FALSE
1850,CID000-742,471.15,14/08/2019,STD,Orson Noble,Branding,FALSE
1851,CID000-456,293.89,04/06/2020,NED,Hall Avila,Electronics,FALSE
1852,CID000-840,380.56,02/05/2020,SAD,Victoria Pena,Branding,1
1853,CID000-1665,19.38,08/06/2020,STD,Melodie Perry,Electronics,FALSE
1854,CID000-991,306.46,24/04/2020,SAD,Gretchen Chambers,Office,1
1855,CID000-576,374.73,02/08/2019,SAD,Xerxes Travis,Office,FALSE
1856,CID000-1358,53.02,27/03/2019,SAD,Zeph Alvarado,Electronics,FALSE
1857,CID000-1723,162.84,16/04/2019,EXP,Chava Stevens,Office,FALSE
1858,CID000-1286,58.15,12/07/2020,STD,Hilda Clements,Electronics,FALSE
1859,CID000-630,290.19,02/11/2019,EXP,Hyacinth Wall,Office,FALSE
1860,CID000-559,4.29,19/10/2019,STD,Lester Stewart,Electronics,FALSE
1861,CID000-357,190.27,23/02/2019,STD,Gil Kim,Branding,FALSE
1862,CID000-1082,153.42,12/04/2020,SAD,Daphne Ferrell,Electronics,1
1863,CID000-1545,212.45,09/04/2019,SAD,Fallon Baker,Electronics,FALSE
1864,CID000-411,456.62,01/06/2019,SAD,Cailin Gould,Electronics,FALSE
1865,CID000-1168,446.92,04/02/2020,SAD,Whilemina Mason,Electronics,FALSE
1866,CID000-674,10.56,28/07/2019,NED,Fatima Beck,Branding,FALSE
1867,CID000-1080,293.95,22/08/2019,STD,Grant Chaney,Office,FALSE
1868,CID000-1653,39.64,28/03/2019,STD,Noel Ballard,Office,FALSE
1869,CID000-902,188.14,01/02/2020,STD,Harper Lawrence,Branding,FALSE
1870,CID000-1049,509.3,23/08/2019,NED,George Rutledge,Electronics,FALSE
1871,CID000-522,131.27,12/04/2019,EXP,Indira Hutchinson,Electronics,FALSE
1872,CID000-658,151.45,18/05/2020,STD,Hu Pacheco,Branding,1
1873,CID000-1007,465.11,12/08/2019,EXP,Jamal Gallegos,Electronics,FALSE
1874,CID000-1718,457.34,13/02/2020,NED,Jeanette Atkins,Office,1
1875,CID000-1296,240.23,20/03/2019,STD,Breanna Molina,Office,FALSE
1876,CID000-524,206.3,18/12/2019,STD,Quentin Trujillo,Office,FALSE
1877,CID000-619,333.76,19/02/2019,EXP,Rooney Perez,Electronics,FALSE
1878,CID000-751,413.09,04/02/2020,SAD,Quemby Burt,Electronics,FALSE
1879,CID000-898,90.73,01/06/2020,EXP,Erin Justice,Office,FALSE
1880,CID000-1214,97.68,20/07/2020,NED,Gwendolyn Maynard,Electronics,FALSE
1881,CID000-729,506.84,21/12/2019,STD,Barclay Flores,Branding,FALSE
1882,CID000-526,141.52,28/05/2019,STD,Shoshana Sims,Office,FALSE
1883,CID000-473,419.47,28/07/2020,NED,Adrian Wyatt,Electronics,FALSE
1884,CID000-726,236.75,02/04/2019,SAD,Holmes Fry,Electronics,FALSE
1885,CID000-1132,360.18,20/03/2020,STD,Ahmed Hill,Office,FALSE
1886,CID000-1393,247.32,10/06/2020,STD,Oleg Olsen,Electronics,FALSE
1887,CID000-1601,394.48,16/05/2020,STD,Xerxes Russell,Electronics,FALSE
1888,CID000-846,279.43,19/09/2019,EXP,Wade Calhoun,Office,1
1889,CID000-1010,174.61,13/04/2020,STD,Charlotte Cook,Electronics,FALSE
1890,CID000-1388,319.29,03/04/2019,NED,Luke Blackwell,Electronics,FALSE
1891,CID000-1178,97.2,21/02/2020,NED,Oleg Mcfarland,Office,FALSE
1892,CID000-862,408.09,26/06/2020,EXP,Frances Stokes,Office,FALSE
1893,CID000-532,495.52,03/12/2019,NED,Jordan Singleton,Branding,FALSE
1894,CID000-1701,200.77,01/04/2020,EXP,Alma Chambers,Electronics,FALSE
1895,CID000-696,282.05,04/02/2020,EXP,Mona Reynolds,Electronics,FALSE
1896,CID000-1013,78.4,06/04/2020,EXP,Sheila Roberson,Office,FALSE
1897,CID000-536,155.56,04/11/2019,EXP,Martha Chambers,Electronics,FALSE
1898,CID000-1181,419.43,24/03/2019,SAD,Dacey Greene,Electronics,FALSE
1899,CID000-401,404.56,06/02/2020,EXP,Kareem Carlson,Electronics,FALSE
1900,CID000-553,469.51,29/02/2020,SAD,Melyssa Ruiz,Branding,FALSE
1901,CID000-599,402.23,25/04/2019,SAD,Megan Weaver,Branding,FALSE
1902,CID000-712,248.84,01/03/2020,SAD,Julie Blair,Office,FALSE
1903,CID000-1204,224.91,19/12/2019,EXP,Lucas Compton,Office,FALSE
1904,CID000-1055,330.51,12/12/2019,SAD,Riley Morse,Electronics,FALSE
1905,CID000-666,38.74,20/02/2019,SAD,Aileen Lawson,Office,FALSE
1906,CID000-1251,40.87,21/07/2019,SAD,Blaze Gray,Electronics,FALSE
1907,CID000-1224,100.15,15/03/2019,STD,Byron Taylor,Electronics,FALSE
1908,CID000-1285,435.66,21/02/2019,STD,Yvonne Hampton,Electronics,FALSE
1909,CID000-710,123.95,11/03/2019,NED,Odysseus Sloan,Electronics,FALSE
1910,CID000-918,330.19,30/05/2019,STD,Yoshio Cameron,Office,FALSE
1911,CID000-1150,209.17,30/04/2020,EXP,Kimberly Roth,Branding,FALSE
1912,CID000-1495,256.46,29/07/2020,NED,Dennis Franks,Office,FALSE
1913,CID000-821,360.15,20/02/2020,SAD,Samantha House,Office,FALSE
1914,CID000-1430,125.73,28/07/2020,STD,Lara Quinn,Office,FALSE
1915,CID000-1399,97.19,24/03/2020,EXP,Ivan George,Electronics,FALSE
1916,CID000-767,508.3,22/03/2019,STD,Sasha Acevedo,Branding,FALSE
1917,CID000-1198,243.02,15/08/2019,NED,April Anthony,Electronics,FALSE
1918,CID000-1557,28.19,16/10/2019,NED,Curran Beach,Electronics,FALSE
1919,CID000-1701,118.57,27/07/2020,STD,Willa Palmer,Electronics,FALSE
1920,CID000-886,244.56,25/01/2020,SAD,Maggie Reynolds,Electronics,FALSE
1921,CID000-1486,298.11,11/03/2019,NED,Murphy Rogers,Office,FALSE
1922,CID000-1055,451.2,18/06/2019,SAD,Marvin Chen,Branding,FALSE
1923,CID000-1453,220.48,24/04/2019,SAD,Cade Joseph,Office,FALSE
1924,CID000-1463,5.72,16/02/2019,EXP,Kelly Oconnor,Electronics,FALSE
1925,CID000-968,143.22,17/02/2020,EXP,Demetrius Fernandez,Electronics,FALSE
1926,CID000-543,384.28,20/07/2019,NED,Megan Dean,Office,FALSE
1927,CID000-358,23.53,27/09/2019,STD,Regina Romero,Electronics,FALSE
1928,CID000-894,471.74,03/07/2020,EXP,Odessa Drake,Office,FALSE
1929,CID000-1263,452.1,16/07/2020,SAD,Veda Deleon,Branding,FALSE
1930,CID000-1141,297.45,13/03/2019,EXP,Gwendolyn Cannon,Branding,FALSE
1931,CID000-438,287.67,19/03/2020,SAD,Kessie Dean,Electronics,FALSE
1932,CID000-1291,486.84,01/07/2019,STD,John Wiggins,Electronics,FALSE
1933,CID000-356,258.51,11/02/2020,NED,Lane Frazier,Electronics,FALSE
1934,CID000-1806,212.89,05/08/2019,NED,Darius Whitley,Branding,FALSE
1935,CID000-525,371.77,12/07/2020,SAD,Adrian Colon,Electronics,FALSE
