Date,Transaction Amount,Department,Cashier,Store ZIP,Store City,Store Region
27/01/2016,5074,Household Appliances,"Nieves, Chandler M.",79046,Issime,Tanzania
27/01/2016,1912,Groceries,"Norton, Joelle F.",L4L 5Z5,Hoyerswerda,Kyrgyzstan
27/01/2016,5124,Groceries,"Oneil, Juliet O.",1350,Bingen,Jordan
27/01/2016,7255,Electronics,"Quinn, Noah P.",Y2C 8S0,Las Vegas,Zambia
27/01/2016,4311,Household Appliances,"Rich, Geraldine B.",395882,Lambusart,Christmas Island
27/01/2016,5452,Groceries,"Ruiz, Griffith P.",10934,Bonnyville Municipal District,Nepal
27/01/2016,1050,Electronics,"Rutledge, Felicia I.",6535,Philadelphia,Palau
27/01/2016,1319,Groceries,"Shelton, Hector T.",96923,Gondiya,Sudan
27/01/2016,942,Electronics,"Taylor, Merritt N.",81640,Laakdal,Malawi
27/01/2016,7118,Household Appliances,"Vaughn, Barbara E.",42295,Chattanooga,Tajikistan
27/01/2016,3335,Groceries,"Yates, Chaim Z.",H5Z 4E4,Istanbul,Brazil
28/01/2016,8118,Household Appliances,"Baldwin, Debra J.",71410,Des Moines,Djibouti
28/01/2016,2820,Household Appliances,"Bentley, Eaton Z.",6401,Sagar,Mauritania
28/01/2016,694,Household Appliances,"Buckley, Kamal U.",4109,Pelago,Venezuela
28/01/2016,9043,Household Appliances,"Buckner, James J.",8519,Montalto Uffugo,Sweden
28/01/2016,5024,Household Appliances,"Clayton, Robert W.",4930,Nodebais,Luxembourg
28/01/2016,290,Groceries,"Cleveland, Camille P.",42971-012,Cuttack,Chile
28/01/2016,3378,Groceries,"Crosby, Sloane D.",50712,Tuktoyaktuk,Barbados
28/01/2016,1202,Household Appliances,"Curtis, Cyrus K.",81318,Chepstow,Guernsey
28/01/2016,8579,Electronics,"Flynn, Gareth O.",ZU38 4SE,Nanded,Slovenia
28/01/2016,8214,Household Appliances,"Giles, Karen U.",92744,Meerhout,Zimbabwe
28/01/2016,4989,Household Appliances,"Gillespie, Troy G.",42-468,Brora,Saint Martin
28/01/2016,7285,Household Appliances,"Gregory, Skyler L.",7832,Richmond,Gambia
28/01/2016,8493,Electronics,"Holmes, Beau L.",23712,Vejano,Saint Pierre and Miquelon
28/01/2016,1970,Electronics,"Hopkins, Mallory M.",1260,Pichidegua,Luxembourg
28/01/2016,4820,Household Appliances,"Joseph, Shannon X.",23056,Glauchau,Morocco
28/01/2016,4269,Household Appliances,"Leon, Brent Z.",190517,Panjim,Timor-Leste
28/01/2016,8450,Groceries,"Lopez, Haviva Q.",8324,l'Escaillre,Bahamas
28/01/2016,7319,Groceries,"Lynn, Geraldine M.",52897,Bremerhaven,Lithuania
28/01/2016,3449,Electronics,"Mckay, Angela K.",636924,Trinità d'Agultu e Vignola,Niue
28/01/2016,3724,Electronics,"Mckay, Jessamine P.",7251,Aylesbury,Saint Kitts and Nevis
28/01/2016,5813,Electronics,"Mckenzie, Illiana U.",13666,Sint-Pieters-Kapelle,Australia
28/01/2016,9351,Household Appliances,"Mercado, Calvin D.",O63 8KT,Bay Roberts,Norway
28/01/2016,8528,Electronics,"Meyers, Sonia T.",84709,Slough,Falkland Islands
28/01/2016,9983,Electronics,"Robinson, Jason H.",M4P 0V0,Amaro,Uzbekistan
28/01/2016,5582,Electronics,"Rosales, Kessie V.",19266,Empoli,Jamaica
28/01/2016,1068,Household Appliances,"Roth, Holmes M.",850925,Warrington,Central African Republic
28/01/2016,4212,Household Appliances,"Shaffer, Yolanda I.",10760,Castellana Sicula,Western Sahara
28/01/2016,2601,Household Appliances,"Shields, Ila P.",3915,Melbourne,Russian Federation
28/01/2016,8323,Groceries,"Silva, Candace W.",36333,Finkenstein am Faaker See,Northern Mariana Islands
28/01/2016,7914,Groceries,"Wade, Ava X.",2246FW,Tenali,Curaçao
28/01/2016,4591,Groceries,"Wilkerson, Lyle T.",43959,Bellevue,Gibraltar
28/01/2016,2560,Household Appliances,"Wise, Juliet E.",6864,Kumbakonam,Antarctica
28/01/2016,1600,Household Appliances,"Zamora, Hamish C.",3642,Ancud,Papua New Guinea
29/01/2016,5602,Household Appliances,"Avila, Vivian H.",4748,Kakinada,Thailand
29/01/2016,6063,Household Appliances,"Bowers, Kiayada V.",7880,Dufftown,Maldives
29/01/2016,9809,Electronics,"Bush, Hillary J.",11759,Calera de Tango,American Samoa
29/01/2016,7767,Electronics,"Cannon, Ignacia R.",4430CL,Wolvertem,Ecuador
29/01/2016,9780,Household Appliances,"Case, Sybil O.",901364,Mollem,Mali
29/01/2016,2241,Household Appliances,"Colon, Lane N.",6816,Vietri di Potenza,Costa Rica
29/01/2016,7703,Groceries,"Dale, Troy G.",19595,Cholchol,Bouvet Island
29/01/2016,5096,Household Appliances,"Dalton, Chester N.",957442,Gentinnes,Norfolk Island
29/01/2016,99,Electronics,"Dawson, Quynn T.",4239,Paradise,Malawi
29/01/2016,2212,Groceries,"Faulkner, Mannix U.",7257,Tourinnes-Saint-Lambert,Lithuania
29/01/2016,4418,Electronics,"Garcia, Kelly X.",5019WC,Compiano,Papua New Guinea
29/01/2016,5327,Household Appliances,"Graham, Fredericka T.",76492,Bischofshofen,Falkland Islands
29/01/2016,809,Electronics,"Hayes, Amir V.",41693,Raipur,Christmas Island
29/01/2016,4847,Electronics,"Herman, Rachel V.",6637,Nethen,Isle of Man
29/01/2016,2446,Electronics,"Juarez, Dawn J.",2701,La Higuera,Cuba
29/01/2016,410,Household Appliances,"King, Addison T.",9018,Toruń,Armenia
29/01/2016,846,Electronics,"Lane, Frances D.",S3C 7L2,Recanati,Lithuania
29/01/2016,2330,Groceries,"Macdonald, Bevis U.",9905,Champion,United Kingdom (Great Britain)
29/01/2016,7535,Electronics,"Macdonald, Miranda R.",5943,Regensburg,Syria
29/01/2016,1792,Electronics,"Mcclain, Noelani Y.",14-620,North Cowichan,Namibia
29/01/2016,9581,Groceries,"Newton, Rahim O.",43439,Quarona,Comoros
29/01/2016,1415,Household Appliances,"Oneill, Jaime Y.",233860,Abergele,"Congo, the Democratic Republic of the"
29/01/2016,9505,Household Appliances,"Potts, Josephine F.",15655,Buckie,Seychelles
29/01/2016,6966,Groceries,"Randall, Ursa U.",73769-154,Houffalize,Qatar
29/01/2016,7646,Household Appliances,"Richmond, Unity O.",28-326,Bhagalpur,Portugal
29/01/2016,5006,Household Appliances,"Rodgers, Nicole C.",60411,Manukau,Faroe Islands
29/01/2016,7426,Household Appliances,"Rojas, Cecilia P.",3962,New Westminster,Colombia
29/01/2016,8002,Groceries,"Simmons, Leroy V.",4501,Borghetto di Vara,Indonesia
29/01/2016,4607,Electronics,"Spears, Lacey S.",05641-078,Rathenow,Liberia
29/01/2016,4416,Electronics,"Stanley, Jacob X.",A50 4HI,Maizeret,Grenada
29/01/2016,5778,Household Appliances,"Stout, Olga W.",79411,Katsina,Saint Kitts and Nevis
29/01/2016,1621,Groceries,"Stuart, Coby A.",13737,Kumluca,Ghana
29/01/2016,2248,Electronics,"Swanson, Nicholas U.",18429,Neunkirchen,Gambia
29/01/2016,7686,Household Appliances,"Vang, Quynn O.",20905,Chepstow,Saint Barthélemy
29/01/2016,461,Groceries,"Vincent, Farrah O.",7012XN,Lives-sur-Meuse,British Indian Ocean Territory
29/01/2016,166,Electronics,"Walter, Daria J.",TJ5X 6WU,Marlborough,New Zealand
29/01/2016,6460,Household Appliances,"Warner, Kareem F.",86773,Rotheux-RimiŽre,Kazakhstan
29/01/2016,6458,Electronics,"Watts, Melodie Q.",X2Z 1G6,Veere,Niue
29/01/2016,6968,Household Appliances,"Woodward, Ramona H.",1899,Kawerau,Kuwait
30/01/2016,7869,Household Appliances,"Allison, Hall T.",53-441,Newquay,Syria
30/01/2016,9451,Electronics,"Austin, Clare R.",1252,St. Pölten,Congo (Brazzaville)
30/01/2016,3405,Groceries,"Baldwin, Georgia S.",1114EV,Swan Hills,Andorra
30/01/2016,6475,Electronics,"Baldwin, Tiger I.",4943,Angers,Russian Federation
30/01/2016,1004,Household Appliances,"Beard, Vanna Z.",578341,Tarbes,Myanmar
30/01/2016,9068,Electronics,"Bradshaw, Ella M.",28422,Leominster,Sri Lanka
30/01/2016,4473,Electronics,"Clark, Cleo R.",22-576,Morhet,Senegal
30/01/2016,4427,Household Appliances,"Craft, Uma J.",R1P 7R1,Oostkerke,Turkey
30/01/2016,6096,Groceries,"Dotson, Urielle B.",T6N 9Z2,Wolfville,"Virgin Islands, British"
30/01/2016,308,Groceries,"Fletcher, Joel Y.",4969,Virelles,Sint Maarten
30/01/2016,3832,Electronics,"Flynn, Catherine Y.",9830SK,Ollolai,Senegal
30/01/2016,7129,Household Appliances,"Greer, Anika Q.",487175,Liverpool,Azerbaijan
30/01/2016,615,Electronics,"Hicks, Neve Y.",4994,Aizwal,Fiji
30/01/2016,8495,Electronics,"Leonard, Ariana U.",714646,Habay-la-Vieille,Switzerland
30/01/2016,8390,Electronics,"Mayer, Kevin R.",90813,Cellara,Cambodia
30/01/2016,7075,Groceries,"Mckay, Adara G.",C6M 7N8,Monte San Giovanni in Sabina,Argentina
30/01/2016,3521,Groceries,"Mejia, Quentin P.",E8G 5T5,Asse,Northern Mariana Islands
30/01/2016,9479,Household Appliances,"Patel, Alyssa I.",839599,Grand Rapids,United States Minor Outlying Islands
30/01/2016,6282,Household Appliances,"Pope, Patrick O.",982156,Rae Lakes,Malta
30/01/2016,1883,Household Appliances,"Ramos, Mikayla W.",T4Y 5W6,Cardedu,Botswana
30/01/2016,9758,Electronics,"Richard, Ray V.",922496,Fort Good Hope,Togo
30/01/2016,3675,Groceries,"Sharp, Melodie I.",5117,Termini Imerese,Mongolia
01/02/2016,1261,Electronics,"Grant, Kylynn M.",408621,Coimbatore,French Southern Territories
01/02/2016,2779,Groceries,"Holloway, Keiko I.",64322,Roccalumera,Afghanistan
01/02/2016,4978,Groceries,"Horn, Dean S.",87365,Olympia,French Polynesia
01/02/2016,4166,Electronics,"Mann, Melinda H.",T6N 5G0,Neuwied,South Africa
01/02/2016,2481,Household Appliances,"Pierce, Sawyer F.",50306,Ch‰tillon,Gambia
01/02/2016,2031,Groceries,"Ryan, Tashya Y.",78944,Cauquenes,Chile
01/02/2016,3006,Electronics,"Santiago, Camilla U.",54253-946,Edam,Costa Rica
01/02/2016,463,Electronics,"Spence, Willow N.",01-466,Hawick,Turkmenistan
01/02/2016,2313,Groceries,"Ward, Cadman D.",71544-440,Besançon,Turkey
01/02/2016,6427,Groceries,"Wyatt, Fletcher J.",34280,Loughborough,Maldives
02/02/2016,6844,Groceries,"Berger, Hilda G.",1951,Coquitlam,Ecuador
02/02/2016,8840,Groceries,"Casey, Marny C.",11309,Lambersart,Vanuatu
02/02/2016,7088,Electronics,"Dennis, Illiana L.",239,Hull,Zambia
02/02/2016,8676,Electronics,"Palmer, Kibo S.",15749-907,Banbury,Bahrain
02/02/2016,940,Electronics,"Parks, Remedios C.",70118,Oristano,Macao
02/02/2016,401,Electronics,"Spencer, Valentine N.",51666,Macul,Argentina
02/02/2016,5043,Groceries,"Stokes, Sierra Y.",33102,Périgueux,Congo (Brazzaville)
02/02/2016,5930,Electronics,"West, Bree H.",636051,Pitrufquén,Belgium
03/02/2016,8960,Groceries,"Fowler, Oprah O.",60110,Canora,Western Sahara
03/02/2016,9775,Groceries,"Nielsen, Alexandra S.",7270,Faridabad,Seychelles
03/02/2016,9777,Household Appliances,"Pugh, Dara E.",11608,Jaipur,Argentina
03/02/2016,6827,Groceries,"Simpson, Kenyon Q.",975921,Torgiano,Curaçao
03/02/2016,3479,Electronics,"Walton, Tamekah T.",6151,Épinal,Marshall Islands
04/02/2016,8075,Household Appliances,"Byers, Shaeleigh H.",2696,Casacalenda,Lithuania
04/02/2016,5686,Groceries,"Castaneda, Chaney F.",81351,Bath,Turkey
04/02/2016,3717,Electronics,"Neal, Jamal J.",3162TX,Tuktoyaktuk,Turks and Caicos Islands
04/02/2016,1292,Household Appliances,"Petersen, Brock I.",983563,Lavacherie,Mauritania
04/02/2016,961,Electronics,"Ramos, Carly F.",329373,Paranaguá,Brunei
04/02/2016,4737,Electronics,"Warner, Jescie B.",1073,Roermond,Mauritius
05/02/2016,6805,Electronics,"Butler, Stone X.",2139,Bussolengo,Namibia
05/02/2016,9808,Electronics,"Byrd, Imani C.",388513,Avigliano Umbro,Moldova
05/02/2016,1112,Groceries,"Cline, Latifah Q.",524978,Cabo de Santo Agostinho,Austria
05/02/2016,9728,Household Appliances,"Donaldson, Tasha X.",9184,Darbhanga,El Salvador
05/02/2016,8614,Groceries,"Foster, Hunter U.",34550,Chicago,Croatia
05/02/2016,2719,Household Appliances,"Hanson, Stephen U.",6994,Castelnovo del Friuli,Svalbard and Jan Mayen Islands
05/02/2016,262,Household Appliances,"Herrera, Abdul K.",34429,Luttre,Czech Republic
05/02/2016,1551,Groceries,"Norton, Dacey B.",94480,Nuragus,South Africa
05/02/2016,613,Electronics,"Walker, Herman J.",653787,St. Veit an der Glan,Romania
05/02/2016,6062,Household Appliances,"Walsh, Robin Q.",9060,Gasteiz,French Southern Territories
05/02/2016,660,Electronics,"Watts, Joseph O.",562,Curarrehue,Netherlands
06/02/2016,161,Groceries,"Camacho, Devin O.",76-020,Neu-Isenburg,Kyrgyzstan
06/02/2016,5511,Household Appliances,"Figueroa, Maya M.",14144,Richmond,Yemen
06/02/2016,3920,Groceries,"Lindsay, Lacey J.",24957,Wetteren,Saint Martin
06/02/2016,4643,Electronics,"Mcknight, Fulton F.",909776,Pellizzano,Brunei
06/02/2016,1815,Groceries,"Mendez, Malik Y.",J72 6KG,Haguenau,Djibouti
06/02/2016,6471,Household Appliances,"Todd, Kiara Q.",40217,Viersel,Dominican Republic
06/02/2016,6320,Household Appliances,"Watkins, Erin O.",64208,Ilbono,Serbia
07/02/2016,6401,Electronics,"Battle, Logan L.",4745,Sant'Agata Bolognese,South Africa
07/02/2016,3468,Electronics,"Bullock, Ora S.",24682,Kulti-Barakar,Marshall Islands
07/02/2016,1133,Electronics,"Daniel, Duncan N.",FI18 4WI,Lahore,Israel
07/02/2016,3560,Household Appliances,"Hess, Ferris S.",9994,Pondicherry,Yemen
07/02/2016,716,Electronics,"Hurley, Kellie C.",29460,Bairnsdale,Guinea
07/02/2016,2574,Groceries,"Johnston, Molly K.",21149,Knokke,Timor-Leste
07/02/2016,3462,Electronics,"Mcdaniel, Rogan Q.",61384-449,Baardegem,Paraguay
07/02/2016,2336,Electronics,"Navarro, Emerald Q.",2784,Salt Lake City,Madagascar
07/02/2016,7944,Groceries,"Pate, Avram U.",724884,Merchtem,Cook Islands
07/02/2016,8513,Household Appliances,"Rutledge, Byron X.",61406,Bearberry,Bolivia
07/02/2016,90,Groceries,"Sharpe, Rigel N.",69-296,Beert,Brunei
08/02/2016,3814,Household Appliances,"Briggs, Wade Y.",742071,Amaro,Nicaragua
08/02/2016,2045,Electronics,"Carroll, Stone A.",97-133,San Damiano al Colle,Montenegro
08/02/2016,1337,Household Appliances,"Hicks, Kaden T.",10475,Port Moody,Barbados
08/02/2016,6001,Groceries,"Levine, Vincent I.",3460,Suxy,"Bonaire, Sint Eustatius and Saba"
08/02/2016,7935,Electronics,"Roy, Maryam B.",8504,Buzenol,Gabon
08/02/2016,9252,Household Appliances,"Santiago, Wang F.",72332,Latur,Lesotho
09/02/2016,4298,Groceries,"Gilliam, Ariana D.",25481,Gulfport,Australia
09/02/2016,431,Electronics,"Yates, Hu S.",9790,Fochabers,Cameroon
09/02/2016,5027,Groceries,"Zimmerman, Xaviera Q.",76211,Warszawa,United States
10/02/2016,7265,Groceries,"Aguirre, Nyssa C.",846182,Outremont,Serbia
10/02/2016,3247,Household Appliances,"Bartlett, Trevor F.",54031,Bida,Mauritius
10/02/2016,9441,Electronics,"Boone, Levi T.",51305,Hubli,Sweden
10/02/2016,6708,Household Appliances,"Brooks, Jordan O.",RB2 5HW,Quinchao,Madagascar
10/02/2016,1552,Groceries,"Glenn, Maisie T.",699719,Bargagli,Jordan
10/02/2016,5116,Electronics,"Hart, Eaton L.",7735,Isola di Capo Rizzuto,Mali
10/02/2016,8961,Household Appliances,"Lawrence, Alexandra I.",61292,Ingooigem,Cape Verde
10/02/2016,5596,Electronics,"Sampson, Wylie R.",41258,Tacoma,Indonesia
10/02/2016,6098,Household Appliances,"Williamson, Kevin A.",1921,Gasteiz,Greece
11/02/2016,2552,Groceries,"Alvarado, Kaitlin U.",B47 5CK,Campagna,Nauru
11/02/2016,7726,Groceries,"Camacho, Reese E.",J8H 3H7,Pulderbos,Romania
11/02/2016,7173,Groceries,"Deleon, Kevyn H.",6967,Kolkata,Armenia
11/02/2016,6596,Electronics,"Gay, Ronan Y.",704730,Cajazeiras,Botswana
11/02/2016,4485,Electronics,"Huff, Destiny S.",96107,Sant'Egidio alla Vibrata,Cambodia
11/02/2016,9795,Groceries,"Kidd, Bethany V.",24715,San Valentino in Abruzzo Citeriore,Gabon
11/02/2016,1773,Household Appliances,"Peck, Kiayada I.",5852,Wha Ti,South Sudan
11/02/2016,5855,Groceries,"Reese, Eagan W.",702983,Stockport,Sierra Leone
11/02/2016,2439,Groceries,"Williamson, Jena N.",76134,Mariakerke,Greece
12/02/2016,6140,Household Appliances,"Cox, Mohammad O.",45570,Attigliano,Paraguay
12/02/2016,2135,Household Appliances,"Hill, Tyrone S.",70215,San Vicente,Azerbaijan
12/02/2016,5920,Groceries,"Steele, Stella C.",267204,Fatehpur,Algeria
12/02/2016,7357,Electronics,"Valenzuela, Chiquita K.",283696,Montebello sul Sangro,Swaziland
12/02/2016,21,Household Appliances,"Vinson, Melissa I.",579897,Haßloch,Papua New Guinea
13/02/2016,3447,Household Appliances,"Fisher, Alexander Y.",R9B 6R4,Quilpué,Belarus
13/02/2016,8124,Household Appliances,"Hodge, Martina P.",315648,Desteldonk,Ukraine
13/02/2016,3268,Household Appliances,"Noble, Ferris D.",50604,São José,Benin
13/02/2016,3866,Groceries,"Potts, Alyssa N.",8864,Landelies,French Polynesia
13/02/2016,6601,Household Appliances,"Reynolds, Jonah K.",51783,Ruda,Côte D'Ivoire (Ivory Coast)
13/02/2016,1306,Electronics,"Webb, Urielle W.",4023,Blevio,Algeria
14/02/2016,4173,Electronics,"Bass, Karyn O.",87566,Curepto,"Saint Helena, Ascension and Tristan da Cunha"
14/02/2016,2026,Household Appliances,"Bell, Lani U.",267632,Hoeilaart,Singapore
14/02/2016,9448,Electronics,"Crosby, Frances N.",8862,Codegua,United Arab Emirates
14/02/2016,5306,Household Appliances,"Ewing, Aimee P.",4673,Long Eaton,Papua New Guinea
14/02/2016,2218,Household Appliances,"Freeman, Chancellor G.",27331,Raigarh,Saint Martin
14/02/2016,2611,Groceries,"Montoya, Holmes E.",22028-189,New Quay,Lithuania
14/02/2016,8399,Household Appliances,"Moses, Jakeem W.",O6R 8YU,Thame,Hungary
14/02/2016,2766,Groceries,"Raymond, Ryder P.",290831,Veere,Bahamas
14/02/2016,8608,Groceries,"Rivers, Naomi Q.",E8L 8T7,Joncret,Saudi Arabia
14/02/2016,2294,Household Appliances,"Taylor, Baker N.",2398,Kharagpur,Croatia
14/02/2016,7576,Household Appliances,"Travis, Adrian J.",5607MU,Tufara,Grenada
14/02/2016,3805,Household Appliances,"Ware, Lenore V.",65169-383,San Venanzo,Bosnia and Herzegovina
14/02/2016,9158,Electronics,"Wyatt, Burton X.",47107,Honolulu,Latvia
15/02/2016,6988,Household Appliances,"Benson, Briar Y.",61606,Quinte West,Saint Martin
15/02/2016,2950,Groceries,"Benton, Patrick T.",02722-659,Stralsund,Niue
15/02/2016,1843,Electronics,"Henderson, Elijah N.",M5T 3E5,Pont-de-Loup,Egypt
15/02/2016,6587,Household Appliances,"Hess, Roary G.",74-447,Cap-Saint-Ignace,Guam
15/02/2016,7037,Household Appliances,"Hurley, Baxter I.",7490,Mombaruzzo,Holy See (Vatican City State)
15/02/2016,5604,Electronics,"Mcintyre, Xander C.",22022,Montemilone,Ghana
15/02/2016,4381,Household Appliances,"Morrow, Carla B.",58235,Montluçon,Wallis and Futuna
15/02/2016,603,Electronics,"Suarez, Colby Q.",61704,Uluberia,Equatorial Guinea
15/02/2016,2374,Groceries,"Wallace, Kato R.",271026,Midlands,Tunisia
16/02/2016,6584,Groceries,"Ball, Olivia G.",08-978,Whangarei,Christmas Island
16/02/2016,8401,Groceries,"Blevins, Noelani A.",5637,Vezirköprü,Isle of Man
16/02/2016,7767,Household Appliances,"Carlson, Gabriel E.",H0M 2P4,Berceto,Swaziland
16/02/2016,8278,Groceries,"Freeman, Maggy E.",3650,Tuktoyaktuk,French Polynesia
16/02/2016,7470,Electronics,"Hickman, Glenna K.",3954,Longaví,Zambia
16/02/2016,9597,Electronics,"Mayo, Nadine J.",9515,Gambolò,Guam
16/02/2016,7123,Groceries,"Mendez, Carly Q.",6305,Salamanca,Malta
16/02/2016,5150,Household Appliances,"Pennington, Lani G.",83046-170,Jemeppe-sur-Sambre,Saint Pierre and Miquelon
16/02/2016,5626,Electronics,"Rodriguez, Barry R.",M2B 3R7,Jaunpur,Burkina Faso
16/02/2016,7132,Groceries,"Valdez, Ria L.",5138,Musson,Canada
17/02/2016,49,Groceries,"Armstrong, Ivan H.",10646,Russell,Romania
17/02/2016,8768,Household Appliances,"Hines, September B.",6393,Borgomaro,Cayman Islands
17/02/2016,1820,Household Appliances,"Santiago, Eleanor L.",8588,Lac-Serent,Kazakhstan
18/02/2016,2350,Groceries,"Benton, Quynn Q.",11959,Curacautín,Greece
18/02/2016,2196,Groceries,"Contreras, Olga C.",98990-253,Roosdaal,Philippines
18/02/2016,1899,Groceries,"Levine, Deacon Y.",5430,Shivapuri,Estonia
18/02/2016,555,Groceries,"Lloyd, Steel S.",43918,Beaconsfield,Saudi Arabia
19/02/2016,3495,Electronics,"Abbott, Daphne N.",12098,Jabbeke,Tanzania
19/02/2016,4542,Household Appliances,"Fowler, Colleen V.",83127,Kallo,Saint Barthélemy
19/02/2016,5956,Electronics,"Rasmussen, Laith A.",62104,Atlanta,Malaysia
19/02/2016,5116,Groceries,"Rosales, Zahir D.",50300,Drancy,Guernsey
19/02/2016,7007,Household Appliances,"Salas, Imogene H.",792714,Futrono,Malawi
20/02/2016,8726,Household Appliances,"Carrillo, Morgan Z.",59054,Minitonas,Anguilla
20/02/2016,7411,Household Appliances,"Craft, Suki X.",2971,Enterprise,Israel
20/02/2016,7577,Household Appliances,"Fischer, Sarah P.",1797,Piancastagnaio,Nicaragua
20/02/2016,384,Groceries,"Hunter, Heather Q.",903881,Rockingham,Syria
20/02/2016,523,Groceries,"Macdonald, Amelia C.",27529,Angoulême,Croatia
20/02/2016,1966,Household Appliances,"Mcintosh, Brett Q.",791394,Siquirres,Viet Nam
20/02/2016,5411,Household Appliances,"Merritt, Rachel L.",1689,Orange,Tajikistan
20/02/2016,3683,Household Appliances,"Pickett, Coby F.",6398PP,Kobbegem,Equatorial Guinea
20/02/2016,5032,Household Appliances,"Todd, Elizabeth N.",55427,Oamaru,Mauritius
21/02/2016,2729,Groceries,"Cantu, Illiana I.",742569,Casper,Philippines
21/02/2016,7839,Groceries,"Conway, Chava Q.",432868,Ternat,Guyana
21/02/2016,3476,Electronics,"Eaton, Jaime Q.",5198,Saint-Louis,Liechtenstein
21/02/2016,2105,Electronics,"Hart, Ferris U.",472501,Sagrada Familia,Mauritania
21/02/2016,6735,Household Appliances,"Knox, Coby Q.",07-889,Saint-Denis,"Palestine, State of"
21/02/2016,4725,Household Appliances,"Pollard, Iona B.",51779-562,Morhet,Gambia
21/02/2016,4038,Groceries,"Savage, Darius X.",80048,Camponogara,Turkmenistan
22/02/2016,7896,Groceries,"Ashley, Erica W.",341891,Macchia Valfortore,"Palestine, State of"
22/02/2016,5893,Household Appliances,"Fields, Luke C.",97252,Clearwater Municipal District,United States
22/02/2016,8727,Household Appliances,"Gibson, Valentine B.",B1M 3N7,Caxias,Guinea-Bissau
22/02/2016,9572,Electronics,"Noble, Reagan Z.",HC04 9AV,Buken,Papua New Guinea
22/02/2016,5729,Groceries,"Swanson, Guy V.",14532-129,Fortune,Guyana
23/02/2016,1134,Electronics,"Andrews, Ferdinand F.",58715,Lampertheim,Myanmar
23/02/2016,9851,Household Appliances,"Cohen, Shoshana T.",1464,Charleroi,Slovenia
23/02/2016,1753,Groceries,"Goodwin, Shelly U.",1276,Selkirk,Holy See (Vatican City State)
23/02/2016,7129,Electronics,"Hubbard, Mariam B.",K9R 3K1,Surendranagar,Singapore
23/02/2016,637,Electronics,"Huber, Carla N.",2553,Minucciano,Nicaragua
23/02/2016,6854,Electronics,"Martinez, Amaya S.",P8H 8E5,San Rafael Abajo,Japan
23/02/2016,5570,Household Appliances,"Odom, Wynne Z.",43950,Chanco,Laos
23/02/2016,4819,Household Appliances,"Riley, Rowan C.",16256,Colorado Springs,Ghana
24/02/2016,6671,Household Appliances,"Becker, Xaviera J.",746367,Amelia,Northern Mariana Islands
24/02/2016,8576,Groceries,"Cooke, Logan T.",40039,Maltignano,South Sudan
24/02/2016,683,Household Appliances,"Daugherty, Darryl P.",3045NI,Dover,Venezuela
24/02/2016,7663,Electronics,"Hood, Lucian U.",52-808,Appels,"Saint Helena, Ascension and Tristan da Cunha"
24/02/2016,5487,Electronics,"Horton, Christopher Z.",5533,Terzorio,Bosnia and Herzegovina
24/02/2016,5954,Household Appliances,"Martinez, Hadley A.",73181,Dolceacqua,Namibia
24/02/2016,3746,Household Appliances,"Moon, Scarlet V.",7178,Carovilli,Kiribati
24/02/2016,4308,Groceries,"Newton, Arsenio M.",729230,Shipshaw,Senegal
24/02/2016,3171,Groceries,"Sparks, Adara J.",58398,Houtvenne,Lebanon
24/02/2016,4757,Groceries,"Welch, MacKensie B.",0989TS,Kemzeke,Colombia
25/02/2016,7230,Groceries,"Adams, Ferris H.",63-063,Milmort,Paraguay
25/02/2016,51,Electronics,"Cummings, Rosalyn D.",55-118,Worms,Australia
25/02/2016,9310,Groceries,"Guy, Aiko J.",E9M 4X2,Mombaruzzo,Bulgaria
25/02/2016,7020,Household Appliances,"Lambert, Carolyn S.",67573,Tillicoultry,Tunisia
25/02/2016,3469,Groceries,"Lucas, Levi D.",9021,Loppem,Sri Lanka
25/02/2016,1006,Household Appliances,"Mcdonald, Lila L.",6067TB,LaSalle,Togo
25/02/2016,1382,Groceries,"Pruitt, Quynn V.",6473,Lestizza,Philippines
25/02/2016,7942,Household Appliances,"Solis, Calvin U.",90691,Forchies-la-Marche,Azerbaijan
26/02/2016,9083,Groceries,"Bruce, Elizabeth J.",86503,Chetwynd,Peru
26/02/2016,2220,Household Appliances,"Donovan, Medge S.",26235,Bad Dürkheim,Taiwan
26/02/2016,1779,Electronics,"Flores, Plato V.",645959,Moxhe,Kenya
26/02/2016,3634,Groceries,"Guthrie, Eaton Q.",25801,Feira de Santana,Andorra
26/02/2016,1264,Household Appliances,"Howard, Susan V.",428390,Girifalco,Estonia
26/02/2016,2558,Electronics,"Kinney, Brennan Q.",8773,Alhué,"Virgin Islands, United States"
26/02/2016,4203,Electronics,"Morse, Meredith G.",332123,Assebroek,Venezuela
27/02/2016,9000,Electronics,"Bradford, Norman L.",4771,Isola del Gran Sasso d'Italia,Saudi Arabia
27/02/2016,7882,Groceries,"Coffey, Kiayada F.",20215,Duncan,Senegal
27/02/2016,8364,Electronics,"Conway, Brianna H.",9889FH,Saint-Hilarion,Mauritania
27/02/2016,1167,Household Appliances,"Daniels, Melissa H.",7770FT,Puqueldón,Sierra Leone
27/02/2016,6763,Groceries,"Elliott, Malachi P.",11039,Massello,Reunion
27/02/2016,1724,Groceries,"Leach, Desirae L.",86301,Villanovafranca,"Bonaire, Sint Eustatius and Saba"
27/02/2016,787,Household Appliances,"Mercado, Stacey G.",37718,Nimy,Niger
